customer_id,purchase_date,product,price_usd,rating,age_group,gender,region,purchase_channel,review,year,month,month_name,revenue,rating_label
CUST1373,2024-07-29,Beats Solo 4,199.99,3,55+,Non-Binary,Latin America,Third-Party Retailer,Good for everyday use. Not the best for professional audio work.,2024,7,July,199.99,Neutral
CUST1374,2024-05-15,Beats Flex,49.99,4,25-34,Male,Middle East,Online,Seamless connection with my iPhone. Switching devices is effortless.,2024,5,May,49.99,Positive
CUST1375,2023-08-19,Beats Fit Pro,199.99,4,55+,Female,Europe,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2023,8,August,199.99,Positive
CUST1376,2024-07-16,Beats Studio Buds+,169.99,5,55+,Male,Middle East,Online,Seamless connection with my iPhone. Switching devices is effortless.,2024,7,July,169.99,Positive
CUST1377,2024-07-09,Powerbeats Pro,249.99,5,18-24,Non-Binary,Latin America,In-Store,Incredible sound stage. Music feels alive with these on.,2024,7,July,249.99,Positive
CUST1378,2023-09-11,Beats Solo 4,199.99,2,35-44,Male,Latin America,Apple Store,Battery drains faster than advertised. Expected better performance.,2023,9,September,199.99,Negative
CUST1379,2024-03-25,Powerbeats Pro,249.99,5,18-24,Male,Europe,Apple Store,Best purchase I've made this year. Bass is deep and clear.,2024,3,March,249.99,Positive
CUST1380,2023-06-19,Beats Flex,49.99,4,55+,Male,Europe,In-Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,6,June,49.99,Positive
CUST1381,2024-09-03,Beats Studio Pro,349.99,4,55+,Male,Asia Pacific,Apple Store,The fit is perfect and they're super comfortable for long sessions.,2024,9,September,349.99,Positive
CUST1382,2023-05-19,Powerbeats Pro,249.99,4,45-54,Male,Asia Pacific,In-Store,Best purchase I've made this year. Bass is deep and clear.,2023,5,May,249.99,Positive
CUST1383,2023-05-30,Beats Flex,49.99,5,35-44,Male,Latin America,Third-Party Retailer,Battery life is outstanding. Wore them all day with no issues.,2023,5,May,49.99,Positive
CUST1384,2024-10-04,Beats Fit Pro,199.99,4,45-54,Female,Latin America,Online,The fit is perfect and they're super comfortable for long sessions.,2024,10,October,199.99,Positive
CUST1385,2024-02-17,Beats Flex,49.99,5,55+,Non-Binary,Asia Pacific,Apple Store,Best purchase I've made this year. Bass is deep and clear.,2024,2,February,49.99,Positive
CUST1386,2024-08-18,Beats Solo 4,199.99,5,18-24,Non-Binary,North America,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2024,8,August,199.99,Positive
CUST1387,2023-03-06,Beats Flex,49.99,5,55+,Female,Europe,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2023,3,March,49.99,Positive
CUST1388,2023-10-18,Beats Fit Pro,199.99,4,35-44,Non-Binary,Middle East,In-Store,Incredible sound stage. Music feels alive with these on.,2023,10,October,199.99,Positive
CUST1389,2024-11-29,Beats Studio Buds+,169.99,5,18-24,Male,North America,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2024,11,November,169.99,Positive
CUST1390,2024-03-27,Beats Studio Pro,349.99,2,45-54,Male,Latin America,In-Store,Noise cancellation is underwhelming compared to competitors.,2024,3,March,349.99,Negative
CUST1391,2023-06-12,Beats Flex,49.99,5,35-44,Male,Asia Pacific,Apple Store,The fit is perfect and they're super comfortable for long sessions.,2023,6,June,49.99,Positive
CUST1392,2023-02-23,Beats Studio Pro,349.99,4,45-54,Non-Binary,Asia Pacific,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,2,February,349.99,Positive
CUST1393,2023-01-02,Beats Solo 4,199.99,5,25-34,Female,North America,In-Store,Best purchase I've made this year. Bass is deep and clear.,2023,1,January,199.99,Positive
CUST1394,2024-03-31,Beats Studio Buds+,169.99,3,18-24,Male,Asia Pacific,Online,Comfortable enough but the ear cushions get warm after an hour.,2024,3,March,169.99,Neutral
CUST1395,2023-03-14,Beats Solo 4,199.99,5,25-34,Female,North America,Online,Seamless connection with my iPhone. Switching devices is effortless.,2023,3,March,199.99,Positive
CUST1396,2023-05-21,Beats Studio Pro,349.99,4,45-54,Male,Europe,Online,The fit is perfect and they're super comfortable for long sessions.,2023,5,May,349.99,Positive
CUST1397,2024-03-26,Beats Studio Buds+,169.99,4,35-44,Non-Binary,Europe,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2024,3,March,169.99,Positive
CUST1398,2023-08-11,Beats Solo 4,199.99,4,18-24,Male,Europe,Online,Seamless connection with my iPhone. Switching devices is effortless.,2023,8,August,199.99,Positive
CUST1399,2024-03-15,Beats Studio Buds+,169.99,5,35-44,Male,Europe,Apple Store,Incredible sound stage. Music feels alive with these on.,2024,3,March,169.99,Positive
CUST1400,2024-09-07,Beats Flex,49.99,2,55+,Non-Binary,Middle East,Apple Store,Customer support was unhelpful when I had a problem with my order.,2024,9,September,49.99,Negative
CUST1401,2023-11-05,Beats Flex,49.99,1,25-34,Non-Binary,Middle East,In-Store,Battery drains faster than advertised. Expected better performance.,2023,11,November,49.99,Negative
CUST1402,2023-09-03,Beats Flex,49.99,4,45-54,Female,North America,In-Store,Absolutely love these headphones! The sound quality is incredible.,2023,9,September,49.99,Positive
CUST1403,2024-06-24,Beats Solo 4,199.99,5,18-24,Female,Asia Pacific,In-Store,Best purchase I've made this year. Bass is deep and clear.,2024,6,June,199.99,Positive
CUST1404,2024-01-10,Beats Solo 4,199.99,5,55+,Non-Binary,Europe,Third-Party Retailer,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,1,January,199.99,Positive
CUST1405,2023-01-15,Beats Studio Pro,349.99,1,35-44,Male,North America,Online,Disappointed with the build quality. Feels cheap for the price.,2023,1,January,349.99,Negative
CUST1406,2024-03-09,Beats Solo 4,199.99,4,45-54,Male,Middle East,In-Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,3,March,199.99,Positive
CUST1407,2024-06-07,Powerbeats Pro,249.99,2,25-34,Male,Middle East,Apple Store,Disappointed with the build quality. Feels cheap for the price.,2024,6,June,249.99,Negative
CUST1408,2023-11-14,Beats Solo 4,199.99,4,45-54,Non-Binary,Europe,Online,Best purchase I've made this year. Bass is deep and clear.,2023,11,November,199.99,Positive
CUST1409,2023-04-29,Beats Fit Pro,199.99,2,45-54,Non-Binary,Middle East,Online,Returned after a week. The bass is too overpowering for my taste.,2023,4,April,199.99,Negative
CUST1410,2023-05-03,Powerbeats Pro,249.99,5,18-24,Non-Binary,Europe,Online,Premium feel and amazing noise cancellation. Worth every penny.,2023,5,May,249.99,Positive
CUST1411,2024-06-19,Beats Fit Pro,199.99,4,55+,Non-Binary,Asia Pacific,In-Store,Incredible sound stage. Music feels alive with these on.,2024,6,June,199.99,Positive
CUST1412,2023-05-01,Powerbeats Pro,249.99,2,18-24,Female,Latin America,Apple Store,Had connectivity issues from day one. Very frustrating experience.,2023,5,May,249.99,Negative
CUST1413,2024-08-13,Beats Studio Buds+,169.99,2,18-24,Female,Latin America,Apple Store,Battery drains faster than advertised. Expected better performance.,2024,8,August,169.99,Negative
CUST1414,2024-01-12,Beats Studio Pro,349.99,4,25-34,Female,North America,Online,Premium feel and amazing noise cancellation. Worth every penny.,2024,1,January,349.99,Positive
CUST1415,2023-02-15,Beats Fit Pro,199.99,5,18-24,Male,North America,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2023,2,February,199.99,Positive
CUST1416,2023-07-03,Powerbeats Pro,249.99,4,18-24,Non-Binary,Latin America,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,7,July,249.99,Positive
CUST1417,2023-11-24,Powerbeats Pro,249.99,3,35-44,Male,Middle East,Apple Store,Comfortable enough but the ear cushions get warm after an hour.,2023,11,November,249.99,Neutral
CUST1418,2023-07-03,Beats Studio Pro,349.99,4,25-34,Non-Binary,North America,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2023,7,July,349.99,Positive
CUST1419,2023-11-15,Beats Studio Pro,349.99,5,35-44,Male,Middle East,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2023,11,November,349.99,Positive
CUST1420,2024-07-31,Beats Studio Pro,349.99,4,35-44,Non-Binary,Middle East,In-Store,The fit is perfect and they're super comfortable for long sessions.,2024,7,July,349.99,Positive
CUST1421,2023-07-20,Beats Solo 4,199.99,4,55+,Male,Europe,Online,Seamless connection with my iPhone. Switching devices is effortless.,2023,7,July,199.99,Positive
CUST1422,2023-12-21,Beats Solo 4,199.99,1,18-24,Female,North America,Third-Party Retailer,Customer support was unhelpful when I had a problem with my order.,2023,12,December,199.99,Negative
CUST1423,2023-07-30,Beats Flex,49.99,5,55+,Male,Latin America,Third-Party Retailer,Best purchase I've made this year. Bass is deep and clear.,2023,7,July,49.99,Positive
CUST1424,2024-12-29,Beats Studio Pro,349.99,5,35-44,Male,North America,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2024,12,December,349.99,Positive
CUST1425,2024-04-14,Beats Studio Buds+,169.99,4,18-24,Non-Binary,North America,In-Store,Incredible sound stage. Music feels alive with these on.,2024,4,April,169.99,Positive
CUST1426,2024-08-29,Beats Flex,49.99,5,55+,Male,Latin America,In-Store,Best purchase I've made this year. Bass is deep and clear.,2024,8,August,49.99,Positive
CUST1427,2024-02-07,Beats Fit Pro,199.99,4,35-44,Female,Latin America,Apple Store,Incredible sound stage. Music feels alive with these on.,2024,2,February,199.99,Positive
CUST1428,2023-05-20,Beats Fit Pro,199.99,2,55+,Male,Europe,Online,Noise cancellation is underwhelming compared to competitors.,2023,5,May,199.99,Negative
CUST1429,2024-02-21,Beats Fit Pro,199.99,4,18-24,Non-Binary,Asia Pacific,In-Store,Incredible sound stage. Music feels alive with these on.,2024,2,February,199.99,Positive
CUST1430,2023-05-03,Beats Solo 4,199.99,4,18-24,Male,Asia Pacific,Online,The fit is perfect and they're super comfortable for long sessions.,2023,5,May,199.99,Positive
CUST1431,2023-06-01,Beats Fit Pro,199.99,5,18-24,Non-Binary,Europe,Apple Store,Incredible sound stage. Music feels alive with these on.,2023,6,June,199.99,Positive
CUST1432,2023-09-24,Beats Solo 4,199.99,4,25-34,Male,Latin America,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2023,9,September,199.99,Positive
CUST1433,2023-04-07,Beats Studio Buds+,169.99,5,45-54,Male,Europe,Online,Battery life is outstanding. Wore them all day with no issues.,2023,4,April,169.99,Positive
CUST1434,2023-05-14,Beats Studio Pro,349.99,2,25-34,Female,Asia Pacific,Online,Noise cancellation is underwhelming compared to competitors.,2023,5,May,349.99,Negative
CUST1435,2023-01-23,Beats Studio Buds+,169.99,4,18-24,Male,Latin America,In-Store,Best purchase I've made this year. Bass is deep and clear.,2023,1,January,169.99,Positive
CUST1436,2023-05-06,Beats Studio Pro,349.99,5,18-24,Female,North America,In-Store,Incredible sound stage. Music feels alive with these on.,2023,5,May,349.99,Positive
CUST1437,2024-05-23,Beats Studio Buds+,169.99,4,18-24,Female,Latin America,In-Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,5,May,169.99,Positive
CUST1438,2023-10-09,Powerbeats Pro,249.99,3,35-44,Female,Europe,Online,Sound is good but I expected a bit more bass at this price point.,2023,10,October,249.99,Neutral
CUST1439,2024-10-24,Beats Studio Buds+,169.99,4,35-44,Female,Latin America,Third-Party Retailer,Battery life is outstanding. Wore them all day with no issues.,2024,10,October,169.99,Positive
CUST1440,2023-05-21,Beats Studio Pro,349.99,2,45-54,Male,Middle East,In-Store,Returned after a week. The bass is too overpowering for my taste.,2023,5,May,349.99,Negative
CUST1441,2024-01-27,Beats Flex,49.99,5,35-44,Female,Middle East,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2024,1,January,49.99,Positive
CUST1442,2024-02-02,Powerbeats Pro,249.99,5,35-44,Male,North America,Apple Store,Incredible sound stage. Music feels alive with these on.,2024,2,February,249.99,Positive
CUST1443,2023-03-01,Beats Studio Buds+,169.99,3,45-54,Non-Binary,Asia Pacific,In-Store,Build quality feels okay. The case could be better designed.,2023,3,March,169.99,Neutral
CUST1444,2023-09-04,Beats Fit Pro,199.99,2,35-44,Non-Binary,North America,In-Store,Battery drains faster than advertised. Expected better performance.,2023,9,September,199.99,Negative
CUST1445,2023-12-30,Beats Studio Buds+,169.99,5,25-34,Male,Europe,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,12,December,169.99,Positive
CUST1446,2024-12-21,Beats Flex,49.99,5,35-44,Non-Binary,Middle East,In-Store,Absolutely love these headphones! The sound quality is incredible.,2024,12,December,49.99,Positive
CUST1447,2024-07-09,Beats Studio Buds+,169.99,5,35-44,Male,Latin America,Online,Seamless connection with my iPhone. Switching devices is effortless.,2024,7,July,169.99,Positive
CUST1448,2023-08-13,Beats Studio Pro,349.99,2,18-24,Non-Binary,Latin America,Online,Customer support was unhelpful when I had a problem with my order.,2023,8,August,349.99,Negative
CUST1449,2023-05-14,Powerbeats Pro,249.99,5,35-44,Non-Binary,Europe,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2023,5,May,249.99,Positive
CUST1450,2024-12-22,Beats Studio Pro,349.99,1,25-34,Male,Middle East,Apple Store,Customer support was unhelpful when I had a problem with my order.,2024,12,December,349.99,Negative
CUST1451,2024-08-23,Beats Studio Pro,349.99,4,18-24,Female,Asia Pacific,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,8,August,349.99,Positive
CUST1452,2024-10-16,Beats Fit Pro,199.99,5,45-54,Non-Binary,Asia Pacific,In-Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,10,October,199.99,Positive
CUST1453,2023-08-17,Beats Flex,49.99,5,55+,Male,Latin America,Apple Store,Incredible sound stage. Music feels alive with these on.,2023,8,August,49.99,Positive
CUST1454,2023-07-01,Beats Flex,49.99,5,18-24,Non-Binary,Middle East,Third-Party Retailer,Premium feel and amazing noise cancellation. Worth every penny.,2023,7,July,49.99,Positive
CUST1455,2023-11-22,Beats Studio Buds+,169.99,1,55+,Male,Middle East,Online,Customer support was unhelpful when I had a problem with my order.,2023,11,November,169.99,Negative
CUST1456,2023-03-21,Beats Solo 4,199.99,3,25-34,Female,Asia Pacific,In-Store,Comfortable enough but the ear cushions get warm after an hour.,2023,3,March,199.99,Neutral
CUST1457,2024-12-26,Beats Flex,49.99,5,35-44,Female,North America,Apple Store,Best purchase I've made this year. Bass is deep and clear.,2024,12,December,49.99,Positive
CUST1458,2023-12-25,Beats Fit Pro,199.99,3,35-44,Male,North America,Online,Decent headphones for the price. Nothing groundbreaking but solid.,2023,12,December,199.99,Neutral
CUST1459,2023-06-20,Beats Solo 4,199.99,4,45-54,Female,Latin America,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,6,June,199.99,Positive
CUST1460,2024-08-14,Beats Studio Buds+,169.99,4,25-34,Male,Latin America,Online,Seamless connection with my iPhone. Switching devices is effortless.,2024,8,August,169.99,Positive
CUST1461,2023-09-25,Beats Studio Pro,349.99,4,18-24,Male,Asia Pacific,In-Store,Incredible sound stage. Music feels alive with these on.,2023,9,September,349.99,Positive
CUST1462,2024-07-14,Beats Solo 4,199.99,3,18-24,Female,Middle East,Third-Party Retailer,Decent headphones for the price. Nothing groundbreaking but solid.,2024,7,July,199.99,Neutral
CUST1463,2023-06-18,Beats Flex,49.99,1,55+,Female,Europe,Online,Battery drains faster than advertised. Expected better performance.,2023,6,June,49.99,Negative
CUST1464,2024-02-24,Beats Studio Pro,349.99,4,55+,Non-Binary,Middle East,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2024,2,February,349.99,Positive
CUST1465,2023-04-09,Beats Flex,49.99,4,18-24,Female,Middle East,Third-Party Retailer,Battery life is outstanding. Wore them all day with no issues.,2023,4,April,49.99,Positive
CUST1466,2024-03-13,Beats Fit Pro,199.99,2,18-24,Female,Middle East,Third-Party Retailer,Disappointed with the build quality. Feels cheap for the price.,2024,3,March,199.99,Negative
CUST1467,2023-06-24,Beats Fit Pro,199.99,2,35-44,Male,Latin America,Online,Noise cancellation is underwhelming compared to competitors.,2023,6,June,199.99,Negative
CUST1468,2024-05-15,Powerbeats Pro,249.99,5,35-44,Male,Middle East,Third-Party Retailer,Seamless connection with my iPhone. Switching devices is effortless.,2024,5,May,249.99,Positive
CUST1469,2024-01-14,Beats Fit Pro,199.99,4,25-34,Female,North America,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,1,January,199.99,Positive
CUST1470,2023-10-03,Beats Solo 4,199.99,4,55+,Male,Europe,Online,Battery life is outstanding. Wore them all day with no issues.,2023,10,October,199.99,Positive
CUST1471,2024-08-26,Beats Studio Pro,349.99,5,25-34,Non-Binary,North America,Third-Party Retailer,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,8,August,349.99,Positive
CUST1472,2024-08-09,Beats Studio Buds+,169.99,4,25-34,Female,Asia Pacific,Online,Seamless connection with my iPhone. Switching devices is effortless.,2024,8,August,169.99,Positive
CUST1473,2024-05-29,Beats Solo 4,199.99,5,55+,Non-Binary,Middle East,In-Store,Absolutely love these headphones! The sound quality is incredible.,2024,5,May,199.99,Positive
CUST1474,2023-06-27,Beats Studio Pro,349.99,5,25-34,Male,Europe,In-Store,Seamless connection with my iPhone. Switching devices is effortless.,2023,6,June,349.99,Positive
CUST1475,2023-07-26,Beats Studio Pro,349.99,4,25-34,Non-Binary,Asia Pacific,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,7,July,349.99,Positive
CUST1476,2023-03-31,Beats Flex,49.99,5,45-54,Non-Binary,Latin America,Apple Store,Best purchase I've made this year. Bass is deep and clear.,2023,3,March,49.99,Positive
CUST1477,2024-12-18,Powerbeats Pro,249.99,4,55+,Non-Binary,Middle East,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2024,12,December,249.99,Positive
CUST1478,2024-08-03,Beats Studio Pro,349.99,4,55+,Non-Binary,North America,Online,Premium feel and amazing noise cancellation. Worth every penny.,2024,8,August,349.99,Positive
CUST1479,2024-07-02,Beats Studio Buds+,169.99,5,35-44,Female,Asia Pacific,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2024,7,July,169.99,Positive
CUST1480,2023-02-08,Beats Flex,49.99,4,25-34,Female,Latin America,In-Store,Seamless connection with my iPhone. Switching devices is effortless.,2023,2,February,49.99,Positive
CUST1481,2023-02-09,Beats Studio Buds+,169.99,4,45-54,Female,Europe,Online,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,2,February,169.99,Positive
CUST1482,2024-01-17,Beats Flex,49.99,4,18-24,Female,Asia Pacific,Apple Store,The fit is perfect and they're super comfortable for long sessions.,2024,1,January,49.99,Positive
CUST1483,2023-08-22,Powerbeats Pro,249.99,5,25-34,Female,Latin America,Apple Store,Best purchase I've made this year. Bass is deep and clear.,2023,8,August,249.99,Positive
CUST1484,2023-07-12,Powerbeats Pro,249.99,5,45-54,Male,Latin America,Third-Party Retailer,Best purchase I've made this year. Bass is deep and clear.,2023,7,July,249.99,Positive
CUST1485,2024-06-11,Beats Studio Buds+,169.99,5,25-34,Male,Asia Pacific,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2024,6,June,169.99,Positive
CUST1486,2023-06-27,Beats Fit Pro,199.99,5,25-34,Male,North America,In-Store,Absolutely love these headphones! The sound quality is incredible.,2023,6,June,199.99,Positive
CUST1487,2024-12-22,Beats Studio Pro,349.99,4,25-34,Female,Asia Pacific,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2024,12,December,349.99,Positive
CUST1488,2024-11-28,Beats Studio Buds+,169.99,4,18-24,Male,Asia Pacific,Third-Party Retailer,Best purchase I've made this year. Bass is deep and clear.,2024,11,November,169.99,Positive
CUST1489,2024-08-23,Beats Studio Buds+,169.99,4,55+,Female,Asia Pacific,In-Store,Seamless connection with my iPhone. Switching devices is effortless.,2024,8,August,169.99,Positive
CUST1490,2023-10-19,Powerbeats Pro,249.99,5,18-24,Female,North America,In-Store,Best purchase I've made this year. Bass is deep and clear.,2023,10,October,249.99,Positive
CUST1491,2023-08-15,Beats Studio Buds+,169.99,5,25-34,Non-Binary,Europe,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2023,8,August,169.99,Positive
CUST1492,2024-11-29,Beats Flex,49.99,4,18-24,Female,Europe,In-Store,Absolutely love these headphones! The sound quality is incredible.,2024,11,November,49.99,Positive
CUST1493,2023-09-16,Beats Studio Buds+,169.99,5,55+,Female,Asia Pacific,Third-Party Retailer,Battery life is outstanding. Wore them all day with no issues.,2023,9,September,169.99,Positive
CUST1494,2023-09-16,Beats Solo 4,199.99,5,25-34,Female,Asia Pacific,Third-Party Retailer,Seamless connection with my iPhone. Switching devices is effortless.,2023,9,September,199.99,Positive
CUST1495,2024-11-09,Beats Studio Buds+,169.99,2,35-44,Non-Binary,Middle East,Apple Store,Customer support was unhelpful when I had a problem with my order.,2024,11,November,169.99,Negative
CUST1496,2023-03-07,Powerbeats Pro,249.99,5,35-44,Female,Asia Pacific,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2023,3,March,249.99,Positive
CUST1497,2023-07-12,Powerbeats Pro,249.99,5,25-34,Non-Binary,Europe,Online,The fit is perfect and they're super comfortable for long sessions.,2023,7,July,249.99,Positive
CUST1498,2024-11-28,Beats Studio Buds+,169.99,4,25-34,Non-Binary,North America,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2024,11,November,169.99,Positive
CUST1499,2024-02-19,Powerbeats Pro,249.99,3,45-54,Non-Binary,North America,In-Store,Good for everyday use. Not the best for professional audio work.,2024,2,February,249.99,Neutral
